user_id,game,action,time,country_code
93085014,R.U.S.E,play,60.0,PH
93085014,Total War ROME II - Emperor Edition,play,31.0,PH
93085014,Star Wars - Battlefront II,play,7.0,PH
93085014,Stronghold 3,play,3.0,PH
92173524,Starpoint Gemini 2,play,1.0,BZ
92173524,Torchlight II,play,0.4,BZ
92173524,Dungeon Defenders,play,0.3,BZ
124884511,Dota 2,play,1447.0,US
124884511,Unturned,play,0.3,US
150965343,Dota 2,play,5.3,AR
46759859,Counter-Strike Condition Zero,play,490.0,US
46759859,Counter-Strike,play,316.0,US
46759859,Day of Defeat,play,5.8,US
46759859,Counter-Strike Condition Zero Deleted Scenes,play,1.0,US
92342574,Call of Duty Modern Warfare 3,play,0.8,KZ
92342574,Call of Duty Modern Warfare 3 - Multiplayer,play,0.3,KZ
187533357,Wargame European Escalation,play,2.6,ES
31887051,Football Manager 2013,play,145.0,US
25941262,Counter-Strike Source,play,89.0,GB
25941262,Counter-Strike,play,0.8,GB
155997063,Team Fortress 2,play,3.0,FR
168031436,Fallout New Vegas,play,60.0,CN
168031436,The Elder Scrolls V Skyrim,play,14.1,CN
168031436,Saints Row The Third,play,12.5,CN
168031436,Tom Clancy's Ghost Recon Phantoms - NA,play,9.0,CN
168031436,Fallout 3 - Game of the Year Edition,play,7.3,CN
168031436,Garry's Mod,play,4.8,CN
168031436,Fable - The Lost Chapters,play,3.2,CN
168031436,Metro 2033,play,3.0,CN
168031436,Sang-Froid - Tales of Werewolves,play,0.7,CN
168031436,The Elder Scrolls III Morrowind,play,0.5,CN
168031436,Spiral Knights,play,0.5,CN
168031436,Grand Theft Auto San Andreas,play,0.5,CN
168031436,Fallout,play,0.4,CN
168031436,Rust,play,0.4,CN
168031436,Thief Gold,play,0.4,CN
168031436,Thief Deadly Shadows,play,0.3,CN
219446813,Dota 2,play,210.0,CN
227153589,Dota 2,play,1.2,AO
103669953,Portal 2,play,4.7,ID
103669953,Kentucky Route Zero,play,0.9,ID
103669953,LIMBO,play,0.7,ID
201512283,Dota 2,play,0.4,SV
83851086,Team Fortress 2,play,0.8,US
81569401,Counter-Strike,play,891.0,AT
108560573,Sniper Elite V2,play,24.0,BR
108560573,Sniper Ghost Warrior,play,22.0,BR
108560573,Sniper Ghost Warrior 2,play,21.0,BR
108560573,Spiral Knights,play,7.6,BR
108560573,Empire Total War,play,4.8,BR
108560573,The Walking Dead,play,4.4,BR
36553207,Counter-Strike Source,play,956.0,FX
215540943,Terraria,play,67.0,CN
215540943,Counter-Strike Global Offensive,play,18.0,CN
215540943,Left 4 Dead 2,play,6.3,CN
215540943,Warframe,play,2.6,CN
215540943,Borderlands 2,play,1.3,CN
215540943,Team Fortress 2,play,1.0,CN
215540943,Dirty Bomb,play,0.7,CN
215540943,Urizen Shadows of the Cold,play,0.1,CN
128790593,The Elder Scrolls V Skyrim,play,46.0,PR
128790593,Shoot Many Robots,play,19.0,PR
128790593,Chivalry Medieval Warfare,play,16.9,PR
128790593,Borderlands 2,play,11.2,PR
128790593,Counter-Strike Global Offensive,play,9.4,PR
128790593,South Park The Stick of Truth,play,8.7,PR
128790593,Star Wars Empire at War Gold,play,5.5,PR
128790593,Counter-Strike Nexon Zombies,play,2.8,PR
128790593,Sniper Elite V2,play,2.2,PR
128790593,Team Fortress 2,play,2.1,PR
128790593,Dota 2,play,1.3,PR
128790593,DC Universe Online,play,1.3,PR
128790593,Magicka,play,1.2,PR
128790593,Trine,play,1.2,PR
128790593,Trine 2,play,0.2,PR
42681063,Football Manager 2013,play,291.0,GB
42681063,Football Manager 2015,play,245.0,GB
42681063,Football Manager 2014,play,201.0,GB
42681063,Football Manager 2012,play,172.0,GB
42681063,Football Manager 2016,play,35.0,GB
42681063,Mafia II,play,14.4,GB
42681063,Football Manager 2009,play,3.0,GB
212521878,Dota 2,play,0.7,MK
64315060,Alien Swarm,play,0.3,SG
246056879,Dota 2,play,3.4,CN
42928788,Team Fortress 2,play,297.0,FI
42928788,Tom Clancy's Rainbow Six Siege,play,52.0,FI
42928788,Terraria,play,28.0,FI
42928788,Dirty Bomb,play,26.0,FI
42928788,Killing Floor,play,23.0,FI
42928788,Garry's Mod,play,20.0,FI
42928788,Mount & Blade Warband,play,13.8,FI
42928788,PlanetSide 2,play,13.5,FI
42928788,Loadout,play,10.8,FI
42928788,Tom Clancy's Splinter Cell Conviction,play,9.9,FI
42928788,Torchlight II,play,7.0,FI
42928788,Zombie Panic Source,play,6.3,FI
42928788,Star Conflict,play,5.9,FI
42928788,Left 4 Dead 2,play,5.3,FI
42928788,Starbound,play,5.3,FI
42928788,Trine 2,play,5.3,FI
42928788,No More Room in Hell,play,4.6,FI
42928788,Portal,play,4.3,FI
42928788,PAYDAY The Heist,play,3.7,FI
42928788,Neverwinter,play,3.2,FI
42928788,Counter-Strike Global Offensive,play,3.0,FI
42928788,PAYDAY 2,play,2.3,FI
42928788,Takedown Red Sabre,play,2.3,FI
42928788,Saints Row IV,play,2.1,FI
42928788,Orcs Must Die! 2,play,2.1,FI
42928788,Grand Theft Auto IV,play,2.0,FI
42928788,E.Y.E Divine Cybermancy,play,2.0,FI
42928788,Tom Clancy's Splinter Cell Blacklist,play,1.9,FI
42928788,Sniper Elite V2,play,1.8,FI
42928788,ORION Prelude,play,1.7,FI
42928788,Unturned,play,1.6,FI
42928788,Natural Selection 2,play,1.5,FI
42928788,RACE 07,play,1.2,FI
42928788,Warface,play,1.2,FI
42928788,Tom Clancy's Ghost Recon Phantoms - EU,play,1.1,FI
42928788,Age of Chivalry,play,1.0,FI
42928788,Contagion,play,0.9,FI
42928788,Forge,play,0.6,FI
42928788,Planetary Annihilation,play,0.5,FI
42928788,Risk of Rain,play,0.5,FI
42928788,Insurgency Modern Infantry Combat,play,0.4,FI
42928788,Alien Swarm,play,0.3,FI
42928788,Dead Island Epidemic,play,0.3,FI
42928788,Heroes & Generals,play,0.3,FI
42928788,Insurgency,play,0.2,FI
42928788,Magicka Wizard Wars,play,0.2,FI
42928788,Brawlhalla,play,0.2,FI
42928788,Dungeon Defenders II,play,0.1,FI
42928788,Floating Point,play,0.1,FI
57866383,Team Fortress 2,play,0.4,IT
57866383,Burnout Paradise The Ultimate Box,play,0.3,IT
112590296,Dota 2,play,2.6,BR
209193781,Team Fortress 2,play,1.1,BR
146682210,Metro 2033,play,0.3,CN
158173228,Arma 3,play,616.0,RU
158173228,Insurgency,play,29.0,RU
158173228,Spintires,play,28.0,RU
158173228,NBA 2K15,play,20.0,RU
158173228,Arma 2,play,13.6,RU
158173228,NASCAR '14,play,9.6,RU
158173228,Euro Truck Simulator 2,play,6.2,RU
158173228,Arma 2 Operation Arrowhead Beta (Obsolete),play,2.2,RU
158173228,Arma 2 Operation Arrowhead,play,1.4,RU
158173228,Arma 2 DayZ Mod,play,0.9,RU
147563118,Dota 2,play,879.0,PL
201176964,Dota 2,play,1.9,SY
182579698,Dota 2,play,48.0,CH
20200395,Team Fortress 2,play,276.0,BR
20200395,The Elder Scrolls V Skyrim,play,118.0,BR
20200395,Castlevania Lords of Shadow 2,play,73.0,BR
20200395,Torchlight II,play,64.0,BR
20200395,Plants vs. Zombies Game of the Year,play,50.0,BR
20200395,Saints Row The Third,play,45.0,BR
20200395,Far Cry 3,play,43.0,BR
20200395,Dark Souls Prepare to Die Edition,play,42.0,BR
20200395,Super Meat Boy,play,42.0,BR
20200395,Borderlands 2,play,35.0,BR
20200395,Torchlight,play,30.0,BR
20200395,Poker Night at the Inventory,play,27.0,BR
20200395,Tomb Raider,play,27.0,BR
20200395,Warframe,play,26.0,BR
20200395,Bastion,play,22.0,BR
20200395,Killing Floor,play,21.0,BR
20200395,Left 4 Dead 2,play,19.0,BR
20200395,Endless Legend,play,18.8,BR
20200395,Magic The Gathering - Duels of the Planeswalkers,play,17.8,BR
20200395,The Witcher Enhanced Edition,play,15.6,BR
20200395,Dota 2,play,13.0,BR
20200395,Max Payne 3,play,12.9,BR
20200395,Darksiders II,play,11.5,BR
20200395,The Darkness II,play,11.4,BR
20200395,Skullgirls,play,10.8,BR
20200395,Tribes Ascend,play,9.6,BR
20200395,Puzzle Quest,play,7.7,BR
20200395,Counter-Strike Source,play,7.5,BR
20200395,Altitude,play,4.5,BR
20200395,Chime,play,4.2,BR
20200395,Champions Online,play,4.2,BR
20200395,Rogue Legacy,play,3.0,BR
20200395,Counter-Strike Global Offensive,play,2.9,BR
20200395,Skullgirls Endless Beta,play,2.7,BR
20200395,Divekick,play,2.2,BR
20200395,Life Is Strange,play,1.6,BR
20200395,Dishonored,play,1.5,BR
20200395,Assassin's Creed II,play,1.5,BR
20200395,Lara Croft and the Guardian of Light,play,1.4,BR
20200395,Half-Life 2,play,1.4,BR
20200395,Booster Trooper,play,1.3,BR
20200395,Poker Night 2,play,1.3,BR
20200395,Dirty Bomb,play,1.1,BR
20200395,Far Cry 3 Blood Dragon,play,1.0,BR
20200395,Grand Theft Auto III,play,1.0,BR
20200395,Mass Effect,play,0.9,BR
20200395,Grand Theft Auto Vice City,play,0.8,BR
20200395,Alien Swarm,play,0.7,BR
20200395,Droplitz,play,0.6,BR
20200395,Call of Duty Advanced Warfare - Multiplayer,play,0.5,BR
20200395,Garry's Mod,play,0.4,BR
20200395,Portal,play,0.4,BR
20200395,The Binding of Isaac,play,0.3,BR
20200395,Grand Theft Auto San Andreas,play,0.3,BR
20200395,Assassin's Creed,play,0.2,BR
20200395,Lead and Gold - Gangs of the Wild West,play,0.2,BR
20200395,Killing Floor Mod Defence Alliance 2,play,0.2,BR
146809006,Dota 2,play,387.0,GB
146809006,The Mighty Quest For Epic Loot,play,0.2,GB
146809006,TDP4Team Battle,play,0.1,GB
181064527,Dota 2,play,7.7,GE
228343275,Cities Skylines,play,4.6,BR
198249024,Total War ROME II - Emperor Edition,play,530.0,PL
198249024,The Elder Scrolls V Skyrim,play,341.0,PL
198249024,Warmachine Tactics,play,10.4,PL
194545521,Dota 2,play,26.0,ES
194545521,Crash Time II,play,3.3,ES
238411403,Dota 2,play,0.5,BR
157469247,Garry's Mod,play,80.0,FR
157469247,Grand Theft Auto San Andreas,play,22.0,FR
157469247,Counter-Strike Global Offensive,play,16.9,FR
157469247,Team Fortress 2,play,16.7,FR
157469247,Half-Life 2,play,2.1,FR
157469247,Left 4 Dead 2,play,1.5,FR
157469247,Starbound,play,1.3,FR
157469247,Counter-Strike Source,play,1.2,FR
157469247,The Bridge,play,0.8,FR
157469247,Bloody Trapland,play,0.7,FR
157469247,Five Nights at Freddy's,play,0.6,FR
157469247,A.V.A - Alliance of Valiant Arms,play,0.2,FR
157469247,Portal,play,0.1,FR
176743370,Dota 2,play,3.7,US
176743370,Team Fortress 2,play,0.2,US
187498422,Dota 2,play,6.8,PH
44866715,GRAV,play,73.0,AU
44866715,Star Trek Online,play,52.0,AU
44866715,The Repopulation,play,41.0,AU
44866715,PAYDAY 2,play,27.0,AU
44866715,Counter-Strike Global Offensive,play,22.0,AU
44866715,Garry's Mod,play,21.0,AU
44866715,The Elder Scrolls V Skyrim,play,12.6,AU
44866715,Tom Clancy's Ghost Recon Phantoms - EU,play,12.2,AU
44866715,Transformers Fall of Cybertron,play,11.1,AU
44866715,Firefall,play,8.7,AU
44866715,Marvel Heroes 2015,play,8.1,AU
44866715,Neverwinter,play,7.8,AU
44866715,Warframe,play,4.7,AU
44866715,Infinite Crisis,play,4.6,AU
44866715,Dragon Nest Europe,play,4.5,AU
44866715,BloodRealm Battlegrounds,play,4.2,AU
44866715,Age of Conan Unchained - EU version,play,4.1,AU
44866715,Star Conflict,play,3.8,AU
44866715,Devilian,play,3.7,AU
44866715,Injustice Gods Among Us Ultimate Edition,play,3.2,AU
44866715,The Lord of the Rings Online,play,3.2,AU
44866715,Infinity Wars - Animated Trading Card Game,play,3.2,AU
44866715,Star Wars Knights of the Old Republic,play,3.1,AU
44866715,Arma 3,play,3.0,AU
44866715,Dishonored (RU),play,2.9,AU
44866715,"Warhammer 40,000 Space Marine",play,2.3,AU
44866715,Mortal Kombat Kollection,play,2.0,AU
44866715,Dota 2,play,1.7,AU
44866715,Rise of Incarnates,play,1.6,AU
44866715,Star Wars Jedi Knight Jedi Academy,play,1.5,AU
44866715,Champions Online,play,1.2,AU
44866715,Path of Exile,play,1.2,AU
44866715,Star Crusade CCG,play,1.2,AU
44866715,Defiance,play,1.1,AU
44866715,Nosgoth,play,1.1,AU
44866715,Forsaken World ,play,1.1,AU
44866715,APB Reloaded,play,0.9,AU
44866715,Star Wars The Force Unleashed Ultimate Sith Edition,play,0.9,AU
44866715,Fishing Planet,play,0.8,AU
44866715,Half-Life 2,play,0.8,AU
44866715,Stranded Deep,play,0.6,AU
44866715,Warface,play,0.6,AU
44866715,Fractured Space,play,0.4,AU
44866715,Global Agenda,play,0.3,AU
44866715,HAWKEN,play,0.3,AU
44866715,SolForge,play,0.3,AU
44866715,Dragomon Hunter,play,0.3,AU
44866715,Deus Ex Human Revolution - Director's Cut,play,0.2,AU
44866715,Deadbreed,play,0.2,AU
44866715,Dragons and Titans,play,0.2,AU
44866715,Counter-Strike Nexon Zombies,play,0.2,AU
44866715,Panzar,play,0.1,AU
44866715,Epic Cards Battle(TCG),play,0.1,AU
176750719,Team Fortress 2,play,0.3,AR
239794225,Robocraft,play,16.9,CN
232207754,Dota 2,play,386.0,RU
232207754,Out There Somewhere,play,0.2,RU
113045977,Dota 2,play,1.1,ES
126158311,Dota 2,play,73.0,DE
88296152,Sniper Ghost Warrior,play,4.4,RU
88296152,Rising Storm/Red Orchestra 2 Multiplayer,play,3.8,RU
88296152,Dead Island,play,1.9,RU
88296152,Magicka,play,0.3,RU
88296152,Company of Heroes Tales of Valor,play,0.1,RU
187283749,Fistful of Frags,play,2.5,CN
187283749,Eldevin,play,2.3,CN
187283749,MapleStory,play,2.3,CN
187283749,Toribash,play,1.2,CN
187283749,Unturned,play,0.2,CN
187283749,Floating Point,play,0.2,CN
187283749,Happy Wars,play,0.1,CN
183382406,Dota 2,play,443.0,DE
183382406,Unturned,play,23.0,DE
183382406,No More Room in Hell,play,9.1,DE
183382406,APB Reloaded,play,1.2,DE
183382406,Robocraft,play,0.5,DE
91800733,Fallout 4,play,63.0,CA
91800733,Call of Duty Modern Warfare 3,play,16.9,CA
91800733,Call of Duty Black Ops II,play,10.5,CA
91800733,Left 4 Dead 2,play,8.5,CA
91800733,Call of Duty Modern Warfare 3 - Multiplayer,play,7.8,CA
91800733,DayZ,play,3.1,CA
91800733,Call of Duty Black Ops II - Multiplayer,play,2.7,CA
91800733,Call of Duty Black Ops II - Zombies,play,2.6,CA
205634951,Dota 2,play,3.2,TR
198417932,Unturned,play,1.5,TH
170473291,Dota 2,play,75.0,AR
237468202,Dota 2,play,0.7,CN
96771844,Train Simulator,play,41.0,CN
96771844,H1Z1,play,14.6,CN
96771844,Left 4 Dead 2,play,1.2,CN
196119233,Zombies Monsters Robots,play,0.5,RU
182220992,Counter-Strike Global Offensive,play,228.0,JP
182220992,Call of Duty Black Ops II - Multiplayer,play,118.0,JP
182220992,DayZ,play,24.0,JP
182220992,America's Army Proving Grounds,play,2.7,JP
182220992,Heroes & Generals,play,2.0,JP
182220992,theHunter,play,0.7,JP
182220992,Call of Duty Black Ops II,play,0.3,JP
182220992,the static speaks my name,play,0.3,JP
182220992,Call of Duty Black Ops II - Zombies,play,0.1,JP
209127185,Football Manager 2015,play,13.4,US
121280370,Terraria,play,228.0,PL
121280370,The Binding of Isaac,play,164.0,PL
121280370,Fallout New Vegas,play,151.0,PL
121280370,Saints Row The Third,play,128.0,PL
121280370,The Binding of Isaac Rebirth,play,112.0,PL
121280370,Saints Row IV,play,33.0,PL
121280370,Alice Madness Returns,play,20.0,PL
121280370,Unturned,play,18.5,PL
121280370,"Papers, Please",play,13.9,PL
121280370,Chivalry Medieval Warfare,play,7.5,PL
121280370,The Witcher Enhanced Edition,play,6.9,PL
121280370,Amnesia The Dark Descent,play,2.4,PL
121280370,Left 4 Dead 2,play,2.0,PL
121280370,Dota 2,play,1.6,PL
121280370,Two Worlds II,play,0.3,PL
149122593,Dota 2,play,4.1,US
219466905,Robocraft,play,25.0,RU
219466905,Dota 2,play,0.3,RU
219466905,Knights and Merchants,play,0.2,RU
87071236,Dota 2,play,1714.0,RU
87071236,Stronghold Kingdoms,play,441.0,RU
87071236,Sid Meier's Civilization V,play,197.0,RU
87071236,Call of Duty Modern Warfare 3 - Multiplayer,play,147.0,RU
87071236,Counter-Strike Global Offensive,play,117.0,RU
87071236,Team Fortress 2,play,86.0,RU
87071236,Portal 2,play,73.0,RU
87071236,Call of Duty Modern Warfare 3,play,49.0,RU
87071236,Terraria,play,49.0,RU
87071236,Planetary Annihilation,play,46.0,RU
87071236,Half-Life 2,play,33.0,RU
87071236,Counter-Strike,play,31.0,RU
87071236,S.T.A.L.K.E.R. Shadow of Chernobyl,play,24.0,RU
87071236,Call of Duty Black Ops II - Zombies,play,20.0,RU
87071236,Portal,play,19.7,RU
87071236,Synergy,play,18.2,RU
87071236,Half-Life,play,14.2,RU
87071236,Counter-Strike Source,play,13.4,RU
87071236,Garry's Mod,play,11.6,RU
87071236,Half-Life 2 Deathmatch,play,11.2,RU
87071236,Borderlands,play,9.8,RU
87071236,Half-Life 2 Episode Two,play,9.7,RU
87071236,PAYDAY The Heist,play,8.4,RU
87071236,Half-Life 2 Episode One,play,6.5,RU
87071236,Universe Sandbox,play,4.8,RU
87071236,Left 4 Dead 2,play,4.1,RU
87071236,Tom Clancy's Splinter Cell Conviction,play,3.7,RU
87071236,Sins of a Solar Empire Rebellion,play,2.9,RU
87071236,Sniper Elite V2,play,2.7,RU
87071236,Orcs Must Die! 2,play,2.1,RU
87071236,Hunting Unlimited 2010,play,1.9,RU
87071236,Sanctum,play,1.7,RU
87071236,Nether,play,1.7,RU
87071236,Thinking with Time Machine,play,1.1,RU
87071236,GameMaker Studio,play,1.0,RU
87071236,POSTAL 2,play,0.7,RU
87071236,Fallout 3,play,0.7,RU
87071236,Half-Life Blue Shift,play,0.5,RU
87071236,Fallout New Vegas,play,0.3,RU
87071236,Half-Life 2 Lost Coast,play,0.3,RU
87071236,Call of Duty Black Ops II - Multiplayer,play,0.3,RU
87071236,Worms Revolution,play,0.2,RU
87071236,S.T.A.L.K.E.R. Clear Sky,play,0.2,RU
37708732,Counter-Strike Source,play,341.0,GB
37708732,Call of Duty Black Ops - Multiplayer,play,77.0,GB
37708732,Call of Duty Black Ops,play,5.3,GB
37708732,Day of Defeat Source,play,1.8,GB
37708732,Half-Life 2 Deathmatch,play,0.4,GB
187374370,Dota 2,play,0.3,CN
208127048,S.K.I.L.L. - Special Force 2,play,10.2,CN
208127048,Dirty Bomb,play,0.3,CN
208127048,Counter-Strike,play,0.2,CN
208127048,APB Reloaded,play,0.2,CN
246303844,Dota 2,play,5.0,CA
83751255,Team Fortress 2,play,128.0,CZ
83751255,Deus Ex Human Revolution,play,22.0,CZ
118725402,Hitman Absolution,play,8.4,HK
118725402,Rise of the Triad,play,2.1,HK
168925642,Dota 2,play,2.1,DE
71943253,Napoleon Total War,play,36.0,CN
86915561,Team Fortress 2,play,17.6,US
150882304,Sid Meier's Civilization V,play,525.0,FR
150882304,Sid Meier's Civilization IV Beyond the Sword,play,211.0,FR
150882304,Don't Starve,play,8.2,FR
150882304,Scribblenauts Unlimited,play,8.0,FR
150882304,Don't Starve Together Beta,play,7.2,FR
150882304,Star Wars Knights of the Old Republic,play,1.2,FR
150882304,Incredipede,play,0.7,FR
150882304,Eldevin,play,0.5,FR
150882304,Terraria,play,0.4,FR
150882304,Crayon Physics Deluxe,play,0.4,FR
98312003,Counter-Strike Source,play,424.0,SE
98312003,Counter-Strike Global Offensive,play,245.0,SE
98312003,Torchlight II,play,114.0,SE
98312003,Rise of Nations Extended Edition,play,15.2,SE
98312003,Bejeweled 3,play,8.7,SE
98312003,Half-Life Source,play,7.6,SE
98312003,Deus Ex Human Revolution,play,3.6,SE
98312003,Counter-Strike,play,3.4,SE
98312003,BioShock,play,2.1,SE
98312003,Portal 2,play,0.8,SE
30988672,Codename Gordon,play,0.4,RU
58439284,Call of Duty Modern Warfare 2,play,55.0,BR
58439284,Call of Duty Black Ops,play,17.1,BR
58439284,Call of Duty Modern Warfare 3,play,14.7,BR
58439284,Call of Duty Black Ops - Multiplayer,play,0.1,BR
169277417,Dota 2,play,260.0,US
169277417,BLOCKADE 3D,play,1.5,US
169277417,Heroes & Generals,play,0.9,US
186597710,Dota 2,play,1.9,CA
73141776,Call of Duty Black Ops,play,0.8,ES
73141776,Call of Duty Black Ops - Multiplayer,play,0.7,ES
164699741,Dota 2,play,9.2,US
172666220,Team Fortress 2,play,174.0,CN
172666220,Garry's Mod,play,135.0,CN
172666220,Trove,play,75.0,CN
172666220,Dragon Nest Europe,play,23.0,CN
172666220,Happy Wars,play,17.4,CN
172666220,Blockland,play,11.6,CN
172666220,Toribash,play,9.5,CN
172666220,Brawlhalla,play,7.9,CN
172666220,Anarchy Arcade,play,4.1,CN
172666220,Double Action Boogaloo,play,1.8,CN
172666220,Amazing World,play,1.2,CN
172666220,Heroes & Generals,play,1.0,CN
172666220,Unturned,play,0.5,CN
172666220,Robocraft,play,0.2,CN
83420834,Counter-Strike Source,play,87.0,BR
83420834,Left 4 Dead 2,play,19.0,BR
83420834,Team Fortress 2,play,6.5,BR
83420834,Borderlands,play,3.5,BR
83420834,Monday Night Combat,play,1.0,BR
83420834,Lead and Gold - Gangs of the Wild West,play,0.8,BR
83420834,Half-Life 2 Deathmatch,play,0.3,BR
83420834,Kane & Lynch 2 Dog Days,play,0.1,BR
97017439,Team Fortress 2,play,104.0,PH
126471719,Dota 2,play,675.0,SK
126471719,Counter-Strike Global Offensive,play,511.0,SK
126471719,Unturned,play,74.0,SK
126471719,Heroes & Generals,play,26.0,SK
126471719,Team Fortress 2,play,13.3,SK
126471719,Fistful of Frags,play,8.3,SK
126471719,Tribes Ascend,play,1.0,SK
126471719,Mitos.is The Game,play,0.5,SK
126471719,War Thunder,play,0.4,SK
126471719,Counter-Strike,play,0.3,SK
186139058,Dota 2,play,8.9,NZ
166747492,Dota 2,play,2.6,RU
57798235,Dota 2,play,1840.0,DE
57798235,Call of Duty Modern Warfare 2 - Multiplayer,play,215.0,DE
57798235,Call of Duty Modern Warfare 3 - Multiplayer,play,45.0,DE
57798235,Counter-Strike,play,45.0,DE
57798235,Call of Duty Modern Warfare 2,play,25.0,DE
57798235,Mafia II,play,16.0,DE
57798235,Call of Duty Black Ops,play,15.2,DE
57798235,Call of Duty Modern Warfare 3,play,9.9,DE
57798235,Left 4 Dead 2,play,9.2,DE
57798235,Team Fortress 2,play,7.9,DE
57798235,Call of Duty Black Ops - Multiplayer,play,4.5,DE
57798235,Alien Swarm,play,0.6,DE
57798235,TERA,play,0.4,DE
57798235,Counter-Strike Condition Zero Deleted Scenes,play,0.2,DE
57798235,Deathmatch Classic,play,0.1,DE
162179898,Dota 2,play,0.7,JP
192436140,Dota 2,play,1577.0,UG
41934963,Day of Defeat Source,play,257.0,UG
202598205,Team Fortress 2,play,499.0,FR
202598205,BLOCKADE 3D,play,6.9,FR
202598205,PAYDAY The Heist,play,4.0,FR
202598205,Counter-Strike Global Offensive,play,2.4,FR
202598205,Unturned,play,1.7,FR
202598205,Heroes & Generals,play,0.8,FR
161248480,PAYDAY 2,play,62.0,RU
161248480,Counter-Strike Global Offensive,play,59.0,RU
161248480,Hitman Absolution,play,24.0,RU
175270022,Dota 2,play,1.5,AU
206807160,Dota 2,play,10.0,ES
191810425,F1 2013,play,7.5,RU
86978692,Dota 2,play,34.0,LT
181373107,Dota 2,play,5.0,DE
15951451,Counter-Strike,play,1.9,US
204749083,Counter-Strike Global Offensive,play,90.0,CN
7431946,Borderlands 2,play,148.0,BY
7431946,Borderlands The Pre-Sequel,play,75.0,BY
7431946,Grim Dawn,play,60.0,BY
7431946,Magic 2014 ,play,54.0,BY
7431946,Warframe,play,51.0,BY
7431946,Sid Meier's Civilization V,play,40.0,BY
7431946,Starbound,play,30.0,BY
7431946,Sid Meier's Civilization Beyond Earth,play,28.0,BY
7431946,Dungeon Defenders II,play,20.0,BY
7431946,Counter-Strike Global Offensive,play,17.8,BY
7431946,Dota 2,play,17.8,BY
7431946,Star Conflict,play,16.6,BY
7431946,Team Fortress 2,play,16.1,BY
7431946,Day of Defeat Source,play,15.6,BY
7431946,Portal 2,play,13.9,BY
7431946,Natural Selection 2,play,12.8,BY
7431946,Prison Architect,play,8.1,BY
7431946,Cities Skylines,play,7.8,BY
7431946,Stronghold 3,play,7.6,BY
7431946,Audiosurf,play,6.9,BY
7431946,Crypt of the NecroDancer,play,6.8,BY
7431946,Torchlight II,play,5.2,BY
7431946,PlanetSide 2,play,3.5,BY
7431946,Magic 2015,play,2.7,BY
7431946,MapleStory,play,2.4,BY
7431946,Farming Simulator 2013,play,1.9,BY
7431946,Counter-Strike Source,play,0.8,BY
114972372,The Forest,play,89.0,UA
