,Unnamed: 0,index,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,status,Vgchartzscore,average_rating
1361,1361,4794,Valkyrie Profile 2: Silmeria,Role-Playing,T,PS2,Square Enix,tri-Ace,8.4,,0.47,0.04,0.03,0.39,0.01,2006,1,,8.4
1365,1365,1858,Black,Shooter,M,PS2,Electronic Arts,Criterion Games,7.7,,1.25,1.01,0.04,0.03,0.16,2006,1,,7.7
1366,1366,196,Cooking Mama,Simulation,E,DS,Majesco,Office Create,6.6,,5.66,3.09,1.92,0.07,0.58,2006,1,,6.6
1370,1370,4250,Dragon Ball Z: Shin Budokai,Fighting,T,PSP,Atari,Dimps Corporation,7.4,,0.54,0.26,0.08,0.13,0.07,2006,1,,7.4
1375,1375,2441,Ace Combat X: Skies of Deception,Simulation,T,PSP,Namco Bandai,Bandai Namco Games,7.6,,1.0,0.37,0.31,0.12,0.19,2006,1,,7.6
1376,1376,1879,Need for Speed Carbon,Racing,E10,PS3,Electronic Arts,EA Black Box,7.8,,1.24,0.49,0.51,0.03,0.2,2006,1,,7.8
1385,1385,6801,N3: Ninety-Nine Nights,Action,M,X360,Microsoft Game Studios,Q Entertainment / Phantagram,6.3,,0.3,0.2,0.03,0.05,0.02,2006,1,,6.3
1388,1388,3776,Samurai Warriors 2,Action,T,PS2,KOEI,Omega Force,5.6,,0.61,0.02,0.02,0.57,0.01,2006,1,,5.6
1395,1395,895,Saints Row,Action,M,X360,THQ,Volition Inc.,8.0,,2.18,1.17,0.77,0.02,0.22,2006,1,,8.0
1398,1398,4173,Metal Gear Solid 3: Subsistence,Action,M,PS2,Konami,Kojima Productions,9.4,,0.55,0.34,0.01,0.15,0.06,2006,1,,9.4
1399,1399,7512,Resident Evil: Deadly Silence,Action,M,DS,Capcom,Capcom,6.7,,0.26,0.11,0.02,0.11,0.01,2006,1,7.0,6.85
1401,1401,4394,GT Pro Series,Racing,E,Wii,Ubisoft,MTO,3.7,,0.52,0.46,0.01,0.02,0.04,2006,1,,3.7
1408,1408,6983,Tales of Phantasia,Role-Playing,E10,GBA,Nintendo,Wolfteam / Namco Tales Studio,7.0,,0.29,0.08,0.03,0.17,0.01,2006,1,,7.0
1409,1409,246,Grand Theft Auto: Vice City Stories,Action,M,PSP,Rockstar Games,Rockstar Leeds,8.4,,5.08,1.7,2.03,0.16,1.19,2006,1,,8.4
1412,1412,667,Call of Duty 3,Shooter,T,X360,Activision,Treyarch,8.0,8.4,2.7,1.49,0.92,0.02,0.27,2006,1,,8.2
1413,1413,668,LEGO Star Wars II: The Original Trilogy,Action,E10,PS2,LucasArts,Traveller's Tales,8.4,,2.69,1.85,0.64,0.01,0.19,2006,1,,8.4
1414,1414,7080,Mega Man ZX,Platform,E,DS,Capcom,Inti Creates,8.1,,0.28,0.16,0.0,0.1,0.02,2006,1,,8.1
1416,1416,4683,Tales of Legendia,Role-Playing,T,PS2,Namco,Namco / Team MelFes,7.2,,0.49,0.07,0.05,0.35,0.02,2006,1,,7.2
1417,1417,3699,Okami,Adventure,T,PS2,Capcom,Clover Studio,9.4,9.0,0.63,0.11,0.03,0.15,0.34,2006,1,,9.2
1424,1424,4644,Grandia III,Role-Playing,T,PS2,Square Enix,Game Arts,7.5,,0.49,0.12,0.1,0.24,0.03,2006,1,,7.5
1426,1426,679,Medal of Honor Heroes,Shooter,T,PSP,Electronic Arts,Team Fusion,6.7,,2.66,0.86,1.11,0.01,0.67,2006,1,,6.7
1427,1427,708,WWE SmackDown vs. RAW 2007,Fighting,T,PS2,THQ,Yuke's,8.0,,2.58,1.4,0.88,0.03,0.26,2006,1,,8.0
1429,1429,3703,Tony Hawk's Project 8,Sports,T,PS3,Activision,Neversoft Entertainment,7.9,,0.63,0.3,0.23,0.01,0.1,2006,1,,7.9
1441,1441,1965,Metal Gear Solid: Portable Ops,Action,M,PSP,Konami,Kojima Productions,8.7,,1.19,0.38,0.35,0.38,0.09,2006,1,,8.7
1451,1451,5085,Dragon Quest Heroes: Rocket Slime,Adventure,E,DS,Square Enix,TOSE Software,8.3,,0.44,0.13,,0.31,0.01,2006,1,,8.3
1454,1454,4754,FIFA World Cup Germany 2006,Sports,E,X360,EA Sports,EA Canada,7.8,,0.48,0.19,0.27,0.01,,2006,1,,7.8
1458,1458,6372,Elebits,Action,E,Wii,Konami,Konami,7.3,,0.32,0.22,0.01,0.08,0.02,2006,1,,7.3
1459,1459,1765,NBA Live 07,Sports,E,PS2,EA Sports,EA Canada,6.3,,1.3,1.07,0.04,0.02,0.17,2006,1,,6.3
1462,1462,4753,Children of Mana,Role-Playing,E10,DS,Nintendo,Next Entertainment,7.0,,0.48,0.16,0.01,0.29,0.01,2006,1,,7.0
1464,1464,309,Madden NFL 07,Sports,E,PS2,EA Sports,EA Tiburon,8.5,,4.49,3.63,0.24,0.01,0.61,2006,1,,8.5
1470,1470,6496,Test Drive Unlimited,Racing,E10,X360,Atari,Eden Studios,8.0,,0.32,0.23,0.04,0.02,0.02,2006,1,,8.0
1476,1476,7438,Final Fantasy V Advance,Role-Playing,E,GBA,Nintendo,Square Enix,8.2,,0.26,,,0.26,0.01,2006,1,,8.2
1477,1477,1041,Tom Clancy's Rainbow Six: Vegas,Shooter,T,X360,Ubisoft,Ubisoft Montreal,8.8,,1.95,1.09,0.65,0.02,0.2,2006,1,,8.8
1478,1478,320,Resistance: Fall of Man,Shooter,M,PS3,Sony Computer Entertainment,Insomniac Games,8.5,9.1,4.37,1.74,1.72,0.14,0.76,2006,1,8.5,8.700000000000001
1481,1481,6322,Capcom Classics Collection Reloaded,Misc,T,PSP,Capcom,Capcom,7.1,,0.33,0.26,0.0,0.03,0.03,2006,1,,7.1
1482,1482,1929,World Soccer Winning Eleven 9 (JP & Others sales),Sports,E,PSP,Konami,Konami Computer Entertainment Tokyo,8.0,,1.2,0.01,0.88,0.31,,2006,1,,8.0
1495,1495,6246,Street Fighter Alpha 3 MAX,Fighting,T,PSP,Capcom,Capcom,7.8,,0.33,0.27,0.01,0.02,0.03,2006,1,,7.8
1501,1501,7382,Tales of Eternia,Role-Playing,,PSP,Ubisoft,Namco,8.0,,0.26,,0.01,0.25,0.0,2006,1,,8.0
1503,1503,6304,Disgaea 2: Cursed Memories,Role-Playing,T,PS2,NIS America,Nippon Ichi Software,7.9,,0.33,0.09,0.07,0.15,0.02,2006,1,,7.9
1504,1504,2307,Naruto: Clash of Ninja 2,Fighting,T,GC,D3 Publisher,8ing/Raizing,7.4,,1.04,0.44,0.12,0.45,0.03,2006,1,,7.4
1510,1510,1803,Need for Speed Carbon,Racing,E10,Wii,Electronic Arts,EA Black Box,6.4,,1.28,0.45,0.66,0.02,0.15,2006,1,,6.4
1514,1514,4338,Phoenix Wright: Ace Attorney - Justice for All,Adventure,T,DS,Capcom,Capcom,7.6,,0.53,0.21,0.04,0.26,0.03,2007,1,,7.6
1515,1515,4500,Final Fantasy II Anniversary Edition,Role-Playing,T,PSP,Square Enix,Square Enix,6.5,,0.51,0.36,0.03,0.07,0.05,2007,1,,6.5
1518,1518,4094,Odin Sphere,Role-Playing,T,PS2,Atlus,Vanillaware,8.0,,0.56,0.23,0.18,0.09,0.06,2007,1,,8.0
1520,1520,4322,Rune Factory: A Fantasy Harvest Moon,Role-Playing,E,DS,Natsume,Neverland Company,8.1,,0.53,0.35,0.01,0.14,0.03,2007,1,8.0,8.05
1521,1521,2342,Dragon Ball Z: Budokai Tenkaichi 3,Fighting,T,Wii,Atari,Spike / Bandai Namco Games,7.5,8.6,1.03,0.32,0.36,0.26,0.08,2007,1,,8.05
1523,1523,4770,Dynasty Warriors Gundam,Action,T,PS3,Namco Bandai,Omega Force,6.4,,0.47,0.14,0.01,0.31,0.02,2007,1,,6.4
1526,1526,5331,Castlevania: The Dracula X Chronicles,Platform,T,PSP,Konami,Konami,8.0,,0.42,0.22,0.09,0.04,0.07,2007,1,,8.0
1530,1530,4628,Fire Emblem: Radiant Dawn,Strategy,E10,Wii,Nintendo,Intelligent Systems,7.7,8.5,0.49,0.27,0.03,0.17,0.03,2007,1,,8.1
1536,1536,4943,Bleach: The Blade of Fate,Fighting,T,DS,Sega,"Treasure Co., Ltd.",8.2,,0.45,0.29,0.01,0.12,0.03,2007,1,,8.2
1537,1537,5213,Tales of the World: Radiant Mythology,Role-Playing,T,PSP,Namco Bandai,Alfa System,7.0,,0.43,0.17,0.01,0.23,0.02,2007,1,,7.0
1538,1538,5403,NiGHTS: Journey of Dreams,Platform,E,Wii,Sega,Sonic Team,7.0,9.1,0.41,0.32,0.02,0.04,0.03,2007,1,,8.05
1539,1539,5142,The Darkness,Shooter,M,X360,2K Games,Starbreeze,8.3,,0.44,0.36,0.04,0.01,0.03,2007,1,,8.3
1553,1553,4738,Crazy Taxi: Fare Wars,Racing,E10,PSP,Sega,Sniper Studios,6.3,,0.48,0.1,0.23,0.02,0.13,2007,1,,6.3
1555,1555,5216,Dawn of Mana,Role-Playing,T,PS2,Square Enix,Square Enix,6.3,,0.43,0.07,0.05,0.29,0.02,2007,1,,6.3
1556,1556,2022,Medal of Honor Heroes 2,Shooter,T,PSP,Electronic Arts,Team Fusion,6.6,,1.16,0.5,0.39,0.02,0.25,2007,1,,6.6
1557,1557,4547,Picross DS,Puzzle,E,DS,Nintendo,Jupiter Multimedia,8.4,,0.5,0.17,0.02,0.3,0.02,2007,1,,8.4
1559,1559,4456,Lair,Action,T,PS3,Sony Computer Entertainment,Factor 5,5.5,,0.51,0.36,0.04,0.08,0.04,2007,1,,5.5
1560,1560,2266,Call of Duty 4: Modern Warfare,Shooter,T,DS,Activision,n-Space,7.3,,1.05,0.95,0.02,0.01,0.08,2007,1,,7.3
1562,1562,4266,Hotel Dusk: Room 215,Adventure,T,DS,Nintendo,Cing,8.0,6.9,0.54,0.26,0.04,0.22,0.03,2007,1,,7.45
1563,1563,4955,Burnout Dominator,Racing,E10,PSP,Electronic Arts,Criterion Games,7.8,,0.45,0.02,0.38,0.01,0.05,2007,1,,7.8
1564,1564,4391,Silent Hill: Origins,Action,M,PSP,Konami,Climax Group,7.8,,0.52,0.22,0.16,0.04,0.1,2007,1,7.4,7.6
1568,1568,5174,Dragon Ball Z: Shin Budokai - Another Road,Fighting,T,PSP,Atari,Dimps Corporation,7.2,,0.43,0.19,0.09,0.08,0.07,2007,1,,7.2
1569,1569,1732,WWE SmackDown vs Raw 2008,Fighting,T,PS3,THQ,Yuke's Media Creations,7.3,,1.33,0.62,0.5,0.01,0.2,2007,1,,7.3
1572,1572,4227,Donkey Kong Jungle Climber,Platform,E,DS,Nintendo,Paon Corporation,7.8,,0.55,0.25,0.03,0.24,0.03,2007,1,,7.8
1573,1573,2205,Virtua Fighter 5,Fighting,T,PS3,Sega,Sega-AM2,8.7,,1.08,0.29,0.52,0.08,0.2,2007,1,,8.7
1578,1578,5340,Zack & Wiki: Quest for Barbaros' Treasure,Adventure,E,Wii,Capcom,Capcom,8.7,,0.42,0.18,0.16,0.03,0.04,2007,1,,8.7
1584,1584,714,Ratchet & Clank Future: Tools of Destruction,Platform,E10,PS3,Sony Computer Entertainment,Insomniac Games,8.9,,2.57,0.93,1.1,0.08,0.45,2007,1,8.8,8.850000000000003
1586,1586,9607,.hack//G.U. Vol.3//Redemption,Role-Playing,T,PS2,Namco Bandai,CyberConnect2,5.7,,0.17,,,0.17,,2007,1,,5.7
1589,1589,7025,Final Fantasy VI Advance,Role-Playing,E10,GBA,Nintendo,Square Enix,9.1,,0.28,,,0.28,0.01,2007,1,,9.1
1590,1590,2857,Rogue Galaxy,Role-Playing,T,PS2,Sony Computer Entertainment,Level 5,8.3,,0.84,0.24,0.16,0.39,0.05,2007,1,,8.3
1591,1591,12425,Bullet Witch,Shooter,M,X360,Atari,Cavia Inc.,6.6,,0.1,0.07,0.01,0.02,0.01,2007,1,,6.6
1597,1597,621,BioShock,Shooter,M,X360,2K Games,2K Australia / 2K Boston,9.6,9.5,2.83,1.65,0.85,0.05,0.28,2007,1,9.3,9.466666666666667
1601,1601,599,Cooking Mama: Cook Off,Simulation,E,Wii,Majesco,Office Create,5.9,,2.89,1.41,1.12,0.05,0.3,2007,1,,5.9
1602,1602,260,Guitar Hero III: Legends of Rock,Misc,T,PS2,RedOctane,BudCat Creations,8.2,,4.98,3.49,0.01,0.01,1.48,2007,1,,8.2
1603,1603,592,Mass Effect,Role-Playing,M,X360,Microsoft Game Studios,BioWare Edmonton,9.2,9.1,2.91,1.83,0.79,0.03,0.27,2007,1,8.5,8.933333333333332
1604,1604,261,Uncharted: Drake's Fortune,Action,T,PS3,Sony Computer Entertainment,Naughty Dog,8.7,8.6,4.97,2.32,1.73,0.12,0.8,2007,1,8.7,8.666666666666666
1606,1606,2872,Time Crisis 4,Shooter,T,PS3,Namco Bandai,Bandai Namco Games,6.1,,0.83,0.32,0.32,0.05,0.14,2007,1,,6.1
1607,1607,7130,Virtua Fighter 5 Online,Fighting,T,X360,Sega,Sega-AM2,9.2,,0.28,0.2,0.02,0.03,0.02,2007,1,8.7,8.95
1614,1614,6898,Trauma Center: New Blood,Simulation,T,Wii,Atlus,Atlus Co.,7.5,,0.29,0.22,0.04,0.01,0.02,2007,1,,7.5
1615,1615,202,Assassin's Creed,Action,M,X360,Ubisoft,Ubisoft Montreal,8.2,8.0,5.55,3.28,1.64,0.07,0.56,2007,1,7.5,7.899999999999999
1618,1618,3725,Donkey Kong Barrel Blast,Racing,E,Wii,Nintendo,Paon Corporation,4.8,,0.62,0.19,0.26,0.11,0.06,2007,1,,4.8
1619,1619,6927,MLB Power Pros,Sports,E,Wii,2K Sports,PawaPuro Production,8.5,,0.29,0.23,,0.04,0.02,2007,1,,8.5
1621,1621,10014,Custom Robo Arena,Fighting,E10,DS,Nintendo,Noise Inc.,7.4,,0.16,0.01,0.02,0.12,0.0,2007,1,,7.4
1624,1624,2794,Winning Eleven: Pro Evolution Soccer 2007,Sports,E,PSP,Konami,Konami Computer Entertainment Tokyo,8.2,,0.86,0.01,0.72,0.12,0.01,2007,1,,8.2
1628,1628,3142,Kane & Lynch: Dead Men,Shooter,M,X360,Eidos Interactive,IO Interactive,6.8,,0.76,0.36,0.31,0.01,0.08,2007,1,,6.8
1631,1631,3756,Phoenix Wright: Ace Attorney - Trials and Tribulations,Adventure,T,DS,Capcom,Capcom,7.9,,0.62,0.3,0.03,0.25,0.03,2007,1,,7.9
1635,1635,2877,Stranglehold,Shooter,M,X360,Midway Games,Midway Games,8.0,,0.83,0.41,0.33,0.01,0.09,2007,1,,8.0
1637,1637,7940,Luminous Arc,Role-Playing,T,DS,Atlus,imageepoch Inc.,6.8,,0.24,0.16,0.0,0.06,0.01,2007,1,,6.8
1638,1638,7922,Valhalla Knights,Role-Playing,E10,PSP,Xseed Games,K2 LLC,5.2,,0.24,0.15,0.0,0.07,0.01,2007,1,,5.2
1639,1639,432,Cooking Mama 2: Dinner With Friends,Simulation,E,DS,Majesco,Office Create,6.9,,3.58,1.6,1.49,0.1,0.39,2007,1,,6.9
1640,1640,315,Winning Eleven: Pro Evolution Soccer 2007,Sports,E,PS2,Konami,Konami Computer Entertainment Tokyo,8.8,,4.39,0.1,2.39,1.05,0.86,2007,1,,8.8
1642,1642,7985,Disgaea: Afternoon of Darkness,Role-Playing,T,PSP,NIS America,Nippon Ichi Software,8.7,,0.24,0.15,0.02,0.04,0.02,2007,1,,8.7
1644,1644,415,MySims,Simulation,E,DS,Electronic Arts,EA Redwood Shores,6.7,,3.66,1.58,1.6,0.08,0.4,2007,1,,6.7
1647,1647,404,Ratchet & Clank: Size Matters,Platform,E10,PSP,Sony Computer Entertainment,High Impact Games,8.5,,3.75,1.4,1.4,0.1,0.86,2007,1,,8.5
1648,1648,299,Guitar Hero III: Legends of Rock,Misc,T,X360,RedOctane,Neversoft,8.7,,4.53,3.19,0.91,0.01,0.42,2007,1,,8.7
1649,1649,3467,Spider-Man 3,Platform,T,PS3,Activision,Treyarch,6.6,,0.67,0.26,0.29,0.02,0.11,2007,1,,6.6
1650,1650,7889,Final Fantasy Fables: Chocobo Tales,Adventure,E,DS,Square Enix,High Horse Entertainment,7.4,,0.24,0.1,0.01,0.12,0.01,2007,1,,7.4
1655,1655,8144,Lunar Knights,Role-Playing,E10,DS,Konami,Kojima Productions,8.2,,0.23,0.17,0.01,0.04,0.01,2007,1,,8.2
1657,1657,365,Forza Motorsport 2,Racing,E,X360,Microsoft Game Studios,Turn 10 Studios,9.1,,4.05,2.35,1.27,0.03,0.41,2007,1,,9.1
1658,1658,363,Carnival Games,Misc,E,Wii,Global Star Software,Cat Daddy Games,4.2,,4.06,2.12,1.47,0.05,0.42,2007,1,,4.2
1661,1661,394,MotorStorm,Racing,T,PS3,Sony Computer Entertainment,Evolution Studios,8.2,,3.87,1.53,1.61,0.06,0.67,2007,1,8.5,8.35
1666,1666,3079,Ghost Squad,Shooter,T,Wii,Sega,Polygon Magic,7.0,,0.77,0.42,0.21,0.08,0.07,2007,1,,7.0
1668,1668,8585,Vampire Rain,Action,M,X360,AQ Interactive,Artoon,3.9,,0.21,0.18,0.0,0.01,0.02,2007,1,,3.9
1669,1669,274,Assassin's Creed,Action,M,PS3,Ubisoft,Ubisoft Montreal,8.2,8.5,4.83,1.91,2.01,0.09,0.82,2007,1,7.5,8.066666666666666
1672,1672,10521,Heroes of Mana,Strategy,E10,DS,Square Enix,Brownie Brown,6.4,,0.14,0.07,0.01,0.05,0.01,2007,1,,6.4
1674,1674,12605,Ar tonelico: Melody of Elemia,Role-Playing,T,PS2,Nippon Ichi Software,Gust,7.0,,0.1,,,0.1,,2007,1,,7.0
1676,1676,528,The Elder Scrolls IV: Oblivion,Role-Playing,M,PS3,Bethesda Softworks,4J Studios,9.3,,3.12,1.69,0.86,0.14,0.44,2007,1,8.8,9.05
1678,1678,7729,Freshly-Picked: Tingle's Rosy Rupeeland,Role-Playing,,DS,Nintendo,Vanpool,,,0.25,,0.01,0.24,0.0,2007,1,7.7,7.7
1684,1684,7753,Armored Core 4,Simulation,T,X360,Sega,From Software,6.5,,0.25,0.19,0.01,0.03,0.02,2007,1,,6.5
1687,1687,3396,Metal Gear Solid: Portable Ops Plus,Action,T,PSP,Konami,Kojima Productions,6.9,,0.69,0.26,0.01,0.26,0.17,2007,1,,6.9
1689,1689,10601,Victorious Boxers: Revolution,Fighting,T,Wii,Xseed Games,Cavia Inc.,5.8,,0.14,0.07,0.0,0.06,0.01,2007,1,,5.8
1690,1690,6673,Contra 4,Shooter,T,DS,Konami,WayForward Technologies,8.1,,0.3,0.28,,0.01,0.02,2007,1,,8.1
1695,1695,1309,Heavenly Sword,Action,T,PS3,Sony Computer Entertainment,Ninja Theory,8.0,,1.65,0.57,0.73,0.06,0.29,2007,1,,8.0
1705,1705,1310,MySims,Simulation,E,Wii,Electronic Arts,EA Redwood Shores,7.1,,1.65,0.9,0.54,0.04,0.17,2007,1,,7.1
1707,1707,1198,Crackdown,Shooter,M,X360,Microsoft Game Studios,Realtime Worlds,8.4,7.0,1.75,1.0,0.53,0.03,0.18,2007,1,,7.7
1710,1710,6214,The Eye of Judgment,Strategy,T,PS3,Sony Computer Entertainment,SCE Japan Studio,7.5,,0.34,0.28,0.0,0.02,0.03,2007,1,6.7,7.1
1711,1711,2636,Blue Dragon,Role-Playing,T,X360,Microsoft Game Studios,Mistwalker Corporation / Artoon,7.7,,0.92,0.3,0.33,0.21,0.08,2007,1,,7.7
1712,1712,1142,The Orange Box,Shooter,M,X360,Electronic Arts,Valve Software,9.7,,1.82,1.09,0.53,0.02,0.17,2007,1,,9.7
1713,1713,6173,Tenchu Z,Action,M,X360,Microsoft,K2 LLC,5.7,,0.34,0.27,0.02,0.02,0.03,2007,1,,5.7
1714,1714,857,Guitar Hero III: Legends of Rock,Misc,T,PS3,RedOctane,Neversoft,8.2,8.0,2.25,1.4,0.53,0.02,0.3,2007,1,,8.1
1716,1716,3163,Kane & Lynch: Dead Men,Shooter,M,PS3,Eidos Interactive,IO Interactive,6.8,,0.75,0.29,0.32,0.01,0.13,2007,1,,6.8
1717,1717,6129,Battalion Wars 2,Strategy,T,Wii,Nintendo,Kuju Entertainment,7.7,,0.34,0.22,0.02,0.08,0.02,2007,1,,7.7
1718,1718,1197,FIFA Soccer 08,Sports,E,PS3,EA Sports,EA Canada,8.5,,1.75,0.35,1.07,0.02,0.31,2007,1,,8.5
1719,1719,3892,Final Fantasy Anniversary Edition,Role-Playing,E10,PSP,Square Enix,Square Enix,7.4,,0.59,0.39,0.02,0.13,0.05,2007,1,,7.4
1722,1722,5474,Overlord,Adventure,T,X360,Codemasters,Triumph Studios,7.7,,0.4,0.34,0.03,0.01,0.03,2007,1,,7.7
1723,1723,10228,Project Sylpheed: Arc of Deception,Shooter,T,X360,Microsoft,Game Arts / Seta Corporation,6.7,,0.15,0.12,0.01,0.02,0.01,2007,1,,6.7
1731,1731,1540,Resident Evil 4: Wii Edition,Action,M,Wii,Capcom,Capcom Production Studio 4,9.2,9.7,1.46,1.26,0.06,0.14,,2007,1,9.0,9.3
1747,1747,94,Call of Duty 4: Modern Warfare,Shooter,M,X360,Activision,Infinity Ward,9.6,9.0,9.41,5.98,2.39,0.13,0.91,2007,1,,9.3
1749,1749,9972,Innocent Life: A Futuristic Harvest Moon,Simulation,E,PSP,Natsume,ArtePiazza,6.5,,0.16,0.08,0.03,0.03,0.02,2007,1,,6.5
1751,1751,6426,Beautiful Katamari,Puzzle,E,X360,Namco Bandai,Now Production,7.3,,0.32,0.14,0.02,0.15,0.02,2007,1,,7.3
1752,1752,6370,Final Fantasy XI: Wings of the Goddess,Role-Playing,T,X360,Square Enix,Square Enix,6.5,,0.32,0.28,0.0,0.02,0.03,2007,1,,6.5
1754,1754,6397,Eternal Sonata,Role-Playing,T,X360,Namco Bandai,Tri-Crescendo,7.9,,0.32,0.19,0.04,0.08,0.02,2007,1,,7.9
1755,1755,982,Need for Speed: ProStreet,Racing,E10,PS3,Electronic Arts,EA Black Box,7.2,,2.04,0.73,0.91,0.04,0.36,2007,1,,7.2
1758,1758,974,Need for Speed: ProStreet,Racing,E10,X360,Electronic Arts,EA Black Box,7.1,,2.05,1.04,0.79,0.01,0.21,2007,1,,7.1
1759,1759,6425,Bleach: Shattered Blade,Fighting,T,Wii,Sega,Polygon Magic,5.3,,0.32,0.21,0.01,0.08,0.02,2007,1,,5.3
1766,1766,152,Call of Duty 4: Modern Warfare,Shooter,M,PS3,Activision,Infinity Ward,9.5,9.6,6.72,3.13,2.27,0.28,1.04,2007,1,,9.55
1771,1771,8898,Armored Core 4,Simulation,T,PS3,Sega,From Software,6.6,,0.2,0.09,0.0,0.09,0.01,2007,1,,6.6
1773,1773,6437,Folklore,Role-Playing,T,PS3,Sony Computer Entertainment,Game Republic,7.5,8.7,0.32,0.2,0.04,0.05,0.03,2007,1,7.7,7.966666666666666
1774,1774,987,PGR4 - Project Gotham Racing 4,Racing,E,X360,Microsoft Game Studios,Bizarre Creations,8.6,,2.04,0.48,1.28,0.02,0.25,2007,1,,8.6
1776,1776,6267,Etrian Odyssey,Role-Playing,T,DS,Atlus,Atlus Co. / Lancarse,7.4,,0.33,0.19,0.03,0.09,0.02,2007,1,,7.4
1778,1778,6286,Planet Puzzle League,Puzzle,E,DS,Nintendo,Intelligent Systems,8.6,,0.33,0.14,0.01,0.16,0.01,2007,1,,8.6
1780,1780,6244,Mega Man ZX Advent,Platform,E10,DS,Capcom,Inti Creates,7.6,,0.33,0.22,0.0,0.09,0.02,2007,1,,7.6
1785,1785,9158,Dynasty Warriors Gundam,Action,T,X360,Namco Bandai,Omega Force,6.0,,0.19,0.15,0.01,0.02,0.01,2007,1,,6.0
1786,1786,6245,Jeanne d'Arc,Role-Playing,T,PSP,Sony Computer Entertainment,Level 5,8.4,,0.33,0.21,,0.1,0.02,2007,1,9.0,8.7
1793,1793,2683,Spider-Man 3,Platform,T,PS2,Activision,Vicarious Visions,4.4,,0.9,0.74,0.03,0.01,0.12,2007,1,,4.4
1794,1794,3092,Need for Speed: Undercover,Racing,T,PSP,Electronic Arts,Piranha Games,5.4,,0.77,0.23,0.32,0.03,0.19,2008,1,,5.4
1796,1796,2251,Endless Ocean,Adventure,E,Wii,Nintendo,Arika,6.8,,1.06,0.43,0.46,0.09,0.09,2008,1,8.3,7.550000000000002
1798,1798,4393,Mystery Dungeon: Shiren the Wanderer,Role-Playing,E,DS,Sega,ChunSoft,7.1,,0.52,0.17,0.0,0.33,0.02,2008,1,,7.1
1799,1799,3437,The Last Remnant,Role-Playing,M,X360,Square Enix,Square Enix,6.5,8.0,0.68,0.25,0.2,0.18,0.06,2008,1,6.5,7.0
1800,1800,3029,Too Human,Role-Playing,T,X360,Microsoft Game Studios,Silicon Knights,6.5,,0.78,0.38,0.3,0.03,0.08,2008,1,6.6,6.55
1804,1804,3185,Final Fantasy Tactics A2: Grimoire of the Rift,Role-Playing,E10,DS,Square Enix,Square Enix,8.1,,0.75,0.38,0.03,0.3,0.04,2008,1,8.1,8.1
1805,1805,3361,Infinite Undiscovery,Role-Playing,T,X360,Square Enix,tri-Ace,6.8,,0.7,0.34,0.18,0.12,0.06,2008,1,,6.8
1810,1810,4431,Rune Factory 2: A Fantasy Harvest Moon,Role-Playing,E,DS,Natsume,Neverland Company,7.9,,0.52,0.32,0.03,0.15,0.03,2008,1,,7.9
1811,1811,2263,Mercenaries 2: World in Flames,Shooter,T,X360,Electronic Arts,Pandemic Studios,7.1,,1.06,0.65,0.3,0.01,0.1,2008,1,,7.1
1813,1813,3188,Turok,Shooter,M,X360,Touchstone,Propaganda Games,6.6,,0.75,0.46,0.2,0.01,0.07,2008,1,,6.6
1815,1815,3213,Tales of Vesperia,Role-Playing,T,X360,Namco Bandai,Namco Tales Studio,8.1,9.2,0.74,0.32,0.18,0.19,0.05,2008,1,8.8,8.7
1817,1817,4395,Tales of Symphonia: Dawn of the New World,Role-Playing,T,Wii,Namco Bandai,Namco Tales Studio,6.8,8.3,0.52,0.21,0.05,0.24,0.02,2008,1,7.2,7.433333333333334
1818,1818,2443,Haze,Shooter,M,PS3,Ubisoft,Free Radical Design,5.6,,0.99,0.49,0.33,0.02,0.15,2008,1,,5.6
1819,1819,3433,Hot Shots Golf: Open Tee 2,Sports,E,PSP,Sony Computer Entertainment,Clap Hanz,8.0,,0.68,0.21,0.11,0.28,0.08,2008,1,,8.0
1821,1821,2648,Sonic Riders: Zero Gravity,Racing,E,Wii,Sega,Sonic Team,5.8,,0.91,0.48,0.32,0.02,0.09,2008,1,,5.8
1823,1823,2646,Tom Clancy's EndWar,Strategy,T,X360,Ubisoft,Ubisoft Shanghai,8.0,,0.91,0.58,0.24,0.01,0.09,2008,1,,8.0
1826,1826,2664,Lost Odyssey,Role-Playing,T,X360,Microsoft Game Studios,Mistwalker Corporation / Feelplus Inc.,7.5,9.3,0.9,0.45,0.26,0.11,0.08,2008,1,,8.4
1829,1829,3830,Okami,Adventure,T,Wii,Capcom,Ready at Dawn Studios,9.0,9.6,0.6,0.43,0.09,0.04,0.05,2008,1,,9.3
1830,1830,2721,Samba De Amigo,Misc,E,Wii,Sega,Gearbox Software,6.7,,0.89,0.41,0.37,0.01,0.09,2008,1,,6.7
1841,1841,4160,No More Heroes,Action,M,Wii,Ubisoft,Grasshopper Manufacture,8.2,8.3,0.56,0.29,0.17,0.04,0.05,2008,1,,8.25
1842,1842,2466,Pro Evolution Soccer 2008,Sports,E,PSP,Konami,Konami,7.8,,0.98,0.02,0.53,0.19,0.25,2008,1,,7.8
