appid	game	genre_type	sentiment	count
394360	Hearts of Iron IV	Strategy	neutral	11718
394360	Hearts of Iron IV	Strategy	positive	35567
397540	Borderlands 3	Action	negative	5987
397540	Borderlands 3	Action	neutral	4820
397540	Borderlands 3	Action	positive	19329
397540	Borderlands 3	RPG	negative	5987
397540	Borderlands 3	RPG	neutral	4820
397540	Borderlands 3	RPG	positive	19329
413150	Stardew Valley	Indie	negative	28599
413150	Stardew Valley	Indie	neutral	24858
413150	Stardew Valley	Indie	positive	118893
413150	Stardew Valley	RPG	negative	28599
413150	Stardew Valley	RPG	neutral	24858
413150	Stardew Valley	RPG	positive	118893
413150	Stardew Valley	Simulation	negative	28599
413150	Stardew Valley	Simulation	neutral	24858
413150	Stardew Valley	Simulation	positive	118893
418370	Resident Evil 7 Biohazard	Action	negative	4588
418370	Resident Evil 7 Biohazard	Action	neutral	1588
418370	Resident Evil 7 Biohazard	Action	positive	7650
418370	Resident Evil 7 Biohazard	Adventure	negative	4588
418370	Resident Evil 7 Biohazard	Adventure	neutral	1588
418370	Resident Evil 7 Biohazard	Adventure	positive	7650
424840	Little Nightmares	Adventure	negative	2163
424840	Little Nightmares	Adventure	neutral	879
424840	Little Nightmares	Adventure	positive	5844
427520	Factorio	Casual	negative	14820
427520	Factorio	Casual	neutral	11856
427520	Factorio	Casual	positive	41698
427520	Factorio	Indie	negative	14820
427520	Factorio	Indie	neutral	11856
427520	Factorio	Indie	positive	41698
427520	Factorio	Simulation	negative	14820
427520	Factorio	Simulation	neutral	11856
427520	Factorio	Simulation	positive	41698
427520	Factorio	Strategy	negative	14820
427520	Factorio	Strategy	neutral	11856
427520	Factorio	Strategy	positive	41698
431960	Wallpaper Engine	Animation & Modeling	negative	3180
431960	Wallpaper Engine	Animation & Modeling	neutral	22492
431960	Wallpaper Engine	Animation & Modeling	positive	55109
431960	Wallpaper Engine	Casual	negative	3180
431960	Wallpaper Engine	Casual	neutral	22492
431960	Wallpaper Engine	Casual	positive	55109
431960	Wallpaper Engine	Design & Illustration	negative	3180
431960	Wallpaper Engine	Design & Illustration	neutral	22492
431960	Wallpaper Engine	Design & Illustration	positive	55109
431960	Wallpaper Engine	Indie	negative	3180
431960	Wallpaper Engine	Indie	neutral	22492
431960	Wallpaper Engine	Indie	positive	55109
431960	Wallpaper Engine	Photo Editing	negative	3180
431960	Wallpaper Engine	Photo Editing	neutral	22492
431960	Wallpaper Engine	Photo Editing	positive	55109
431960	Wallpaper Engine	Utilities	negative	3180
431960	Wallpaper Engine	Utilities	neutral	22492
431960	Wallpaper Engine	Utilities	positive	55109
433340	Slime Rancher	Action	negative	5184
433340	Slime Rancher	Action	neutral	4551
433340	Slime Rancher	Action	positive	24755
433340	Slime Rancher	Adventure	negative	5184
433340	Slime Rancher	Adventure	neutral	4551
433340	Slime Rancher	Adventure	positive	24755
433340	Slime Rancher	Indie	negative	5184
433340	Slime Rancher	Indie	neutral	4551
433340	Slime Rancher	Indie	positive	24755
433340	Slime Rancher	Simulation	negative	5184
433340	Slime Rancher	Simulation	neutral	4551
433340	Slime Rancher	Simulation	positive	24755
435150	Divinity: Original Sin 2	Adventure	negative	8332
435150	Divinity: Original Sin 2	Adventure	neutral	7015
435150	Divinity: Original Sin 2	Adventure	positive	42798
435150	Divinity: Original Sin 2	RPG	negative	8332
435150	Divinity: Original Sin 2	RPG	neutral	7015
435150	Divinity: Original Sin 2	RPG	positive	42798
435150	Divinity: Original Sin 2	Strategy	negative	8332
435150	Divinity: Original Sin 2	Strategy	neutral	7015
435150	Divinity: Original Sin 2	Strategy	positive	42798
440900	Conan Exiles	Action	negative	8431
440900	Conan Exiles	Action	neutral	3064
440900	Conan Exiles	Action	positive	20604
440900	Conan Exiles	Adventure	negative	8431
440900	Conan Exiles	Adventure	neutral	3064
440900	Conan Exiles	Adventure	positive	20604
440900	Conan Exiles	Massively Multiplayer	negative	8431
440900	Conan Exiles	Massively Multiplayer	neutral	3064
440900	Conan Exiles	Massively Multiplayer	positive	20604
440900	Conan Exiles	RPG	negative	8431
440900	Conan Exiles	RPG	neutral	3064
440900	Conan Exiles	RPG	positive	20604
440900	Conan Exiles	Simulation	negative	8431
440900	Conan Exiles	Simulation	neutral	3064
440900	Conan Exiles	Simulation	positive	20604
440900	Conan Exiles	Strategy	negative	8431
440900	Conan Exiles	Strategy	neutral	3064
440900	Conan Exiles	Strategy	positive	20604
447040	Watch_Dogs 2	Action	negative	3194
447040	Watch_Dogs 2	Action	neutral	2237
447040	Watch_Dogs 2	Action	positive	8891
447040	Watch_Dogs 2	Adventure	negative	3194
447040	Watch_Dogs 2	Adventure	neutral	2237
447040	Watch_Dogs 2	Adventure	positive	8891
447820	Day of Infamy	Action	negative	2387
447820	Day of Infamy	Action	neutral	1410
447820	Day of Infamy	Action	positive	7283
447820	Day of Infamy	Indie	negative	2387
447820	Day of Infamy	Indie	neutral	1410
447820	Day of Infamy	Indie	positive	7283
447820	Day of Infamy	Strategy	negative	2387
447820	Day of Infamy	Strategy	neutral	1410
447820	Day of Infamy	Strategy	positive	7283
457140	Oxygen Not Included	Indie	negative	5628
457140	Oxygen Not Included	Indie	neutral	2873
457140	Oxygen Not Included	Indie	positive	15787
457140	Oxygen Not Included	Simulation	negative	5628
457140	Oxygen Not Included	Simulation	neutral	2873
457140	Oxygen Not Included	Simulation	positive	15787
460930	Tom Clancy's Ghost Recon® Wildlands	Action	negative	5350
460930	Tom Clancy's Ghost Recon® Wildlands	Action	neutral	2318
460930	Tom Clancy's Ghost Recon® Wildlands	Action	positive	11554
460930	Tom Clancy's Ghost Recon® Wildlands	Adventure	negative	5350
460930	Tom Clancy's Ghost Recon® Wildlands	Adventure	neutral	2318
460930	Tom Clancy's Ghost Recon® Wildlands	Adventure	positive	11554
464920	Surviving Mars	Simulation	negative	2145
464920	Surviving Mars	Simulation	neutral	690
464920	Surviving Mars	Simulation	positive	5381
464920	Surviving Mars	Strategy	negative	2145
464920	Surviving Mars	Strategy	neutral	690
464920	Surviving Mars	Strategy	positive	5381
466560	Northgard	Indie	negative	2913
466560	Northgard	Indie	neutral	1245
466560	Northgard	Indie	positive	10633
466560	Northgard	Simulation	negative	2913
466560	Northgard	Simulation	neutral	1245
466560	Northgard	Simulation	positive	10633
466560	Northgard	Strategy	negative	2913
466560	Northgard	Strategy	neutral	1245
466560	Northgard	Strategy	positive	10633
476600	Call of Duty: WWII	Action	negative	4568
476600	Call of Duty: WWII	Action	neutral	1399
476600	Call of Duty: WWII	Action	positive	7352
477160	Human: Fall Flat	Adventure	negative	4746
477160	Human: Fall Flat	Adventure	neutral	4547
477160	Human: Fall Flat	Adventure	positive	15349
477160	Human: Fall Flat	Indie	negative	4746
477160	Human: Fall Flat	Indie	neutral	4547
477160	Human: Fall Flat	Indie	positive	15349
485510	Nioh: Complete Edition	Action	negative	2120
485510	Nioh: Complete Edition	Action	neutral	801
485510	Nioh: Complete Edition	Action	positive	4321
485510	Nioh: Complete Edition	RPG	negative	2120
485510	Nioh: Complete Edition	RPG	neutral	801
485510	Nioh: Complete Edition	RPG	positive	4321
489830	The Elder Scrolls V: Skyrim Special Edition	RPG	negative	13870
489830	The Elder Scrolls V: Skyrim Special Edition	RPG	neutral	17312
489830	The Elder Scrolls V: Skyrim Special Edition	RPG	positive	53218
493340	Planet Coaster	Action	negative	3973
493340	Planet Coaster	Action	neutral	2547
493340	Planet Coaster	Action	positive	16042
493340	Planet Coaster	Adventure	negative	3973
493340	Planet Coaster	Adventure	neutral	2547
493340	Planet Coaster	Adventure	positive	16042
493340	Planet Coaster	Casual	negative	3973
493340	Planet Coaster	Casual	neutral	2547
493340	Planet Coaster	Casual	positive	16042
493340	Planet Coaster	Simulation	negative	3973
493340	Planet Coaster	Simulation	neutral	2547
493340	Planet Coaster	Simulation	positive	16042
493340	Planet Coaster	Strategy	negative	3973
493340	Planet Coaster	Strategy	neutral	2547
493340	Planet Coaster	Strategy	positive	16042
504230	Celeste	Action	negative	2031
504230	Celeste	Action	neutral	1792
504230	Celeste	Action	positive	11011
504230	Celeste	Adventure	negative	2031
504230	Celeste	Adventure	neutral	1792
504230	Celeste	Adventure	positive	11011
504230	Celeste	Indie	negative	2031
504230	Celeste	Indie	neutral	1792
504230	Celeste	Indie	positive	11011
508440	Totally Accurate Battle Simulator	Early Access	negative	4597
508440	Totally Accurate Battle Simulator	Early Access	neutral	6656
508440	Totally Accurate Battle Simulator	Early Access	positive	20991
508440	Totally Accurate Battle Simulator	Indie	negative	4597
508440	Totally Accurate Battle Simulator	Indie	neutral	6656
508440	Totally Accurate Battle Simulator	Indie	positive	20991
508440	Totally Accurate Battle Simulator	Simulation	negative	4597
508440	Totally Accurate Battle Simulator	Simulation	neutral	6656
508440	Totally Accurate Battle Simulator	Simulation	positive	20991
508440	Totally Accurate Battle Simulator	Strategy	negative	4597
508440	Totally Accurate Battle Simulator	Strategy	neutral	6656
508440	Totally Accurate Battle Simulator	Strategy	positive	20991
513710	SCUM	Action	negative	6425
513710	SCUM	Action	neutral	2357
513710	SCUM	Action	positive	10874
513710	SCUM	Adventure	negative	6425
513710	SCUM	Adventure	neutral	2357
513710	SCUM	Adventure	positive	10874
513710	SCUM	Early Access	negative	6425
513710	SCUM	Early Access	neutral	2357
513710	SCUM	Early Access	positive	10874
513710	SCUM	Indie	negative	6425
513710	SCUM	Indie	neutral	2357
513710	SCUM	Indie	positive	10874
513710	SCUM	Massively Multiplayer	negative	6425
513710	SCUM	Massively Multiplayer	neutral	2357
513710	SCUM	Massively Multiplayer	positive	10874
518790	theHunter: Call of the Wild™	Adventure	negative	4932
518790	theHunter: Call of the Wild™	Adventure	neutral	3151
518790	theHunter: Call of the Wild™	Adventure	positive	15261
518790	theHunter: Call of the Wild™	Simulation	negative	4932
518790	theHunter: Call of the Wild™	Simulation	neutral	3151
518790	theHunter: Call of the Wild™	Simulation	positive	15261
518790	theHunter: Call of the Wild™	Sports	negative	4932
518790	theHunter: Call of the Wild™	Sports	neutral	3151
518790	theHunter: Call of the Wild™	Sports	positive	15261
519860	DUSK	Action	negative	1328
519860	DUSK	Action	neutral	1365
519860	DUSK	Action	positive	6576
519860	DUSK	Indie	negative	1328
519860	DUSK	Indie	neutral	1365
519860	DUSK	Indie	positive	6576
524220	NieR:Automata™	Action	negative	7022
524220	NieR:Automata™	Action	neutral	4932
524220	NieR:Automata™	Action	positive	22581
524220	NieR:Automata™	RPG	negative	7022
524220	NieR:Automata™	RPG	neutral	4932
524220	NieR:Automata™	RPG	positive	22581
526870	Satisfactory	Adventure	negative	4580
526870	Satisfactory	Adventure	neutral	4159
526870	Satisfactory	Adventure	positive	16412
526870	Satisfactory	Early Access	negative	4580
526870	Satisfactory	Early Access	neutral	4159
526870	Satisfactory	Early Access	positive	16412
526870	Satisfactory	Indie	negative	4580
526870	Satisfactory	Indie	neutral	4159
526870	Satisfactory	Indie	positive	16412
526870	Satisfactory	Simulation	negative	4580
526870	Satisfactory	Simulation	neutral	4159
526870	Satisfactory	Simulation	positive	16412
526870	Satisfactory	Strategy	negative	4580
526870	Satisfactory	Strategy	neutral	4159
526870	Satisfactory	Strategy	positive	16412
535930	Two Point Hospital	Indie	negative	1893
535930	Two Point Hospital	Indie	neutral	962
535930	Two Point Hospital	Indie	positive	8400
535930	Two Point Hospital	Simulation	negative	1893
535930	Two Point Hospital	Simulation	neutral	962
535930	Two Point Hospital	Simulation	positive	8400
546560	Half-Life: Alyx	Action	negative	5478
546560	Half-Life: Alyx	Action	neutral	4566
546560	Half-Life: Alyx	Action	positive	27828
546560	Half-Life: Alyx	Adventure	negative	5478
546560	Half-Life: Alyx	Adventure	neutral	4566
546560	Half-Life: Alyx	Adventure	positive	27828
548430	Deep Rock Galactic	Action	negative	7087
548430	Deep Rock Galactic	Action	neutral	10008
548430	Deep Rock Galactic	Action	positive	29851
552500	Warhammer: Vermintide 2	Action	negative	6955
552500	Warhammer: Vermintide 2	Action	neutral	4663
552500	Warhammer: Vermintide 2	Action	positive	19185
552500	Warhammer: Vermintide 2	Indie	negative	6955
552500	Warhammer: Vermintide 2	Indie	neutral	4663
552500	Warhammer: Vermintide 2	Indie	positive	19185
552520	Far Cry 5	Action	negative	8878
552520	Far Cry 5	Action	neutral	5118
552520	Far Cry 5	Action	positive	21172
552520	Far Cry 5	Adventure	negative	8878
552520	Far Cry 5	Adventure	neutral	5118
552520	Far Cry 5	Adventure	positive	21172
570940	DARK SOULS™: REMASTERED	Action	negative	4641
570940	DARK SOULS™: REMASTERED	Action	neutral	3249
570940	DARK SOULS™: REMASTERED	Action	positive	9769
571740	Golf It!	Casual	negative	1450
571740	Golf It!	Casual	neutral	1385
571740	Golf It!	Casual	positive	3502
571740	Golf It!	Early Access	negative	1450
571740	Golf It!	Early Access	neutral	1385
571740	Golf It!	Early Access	positive	3502
571740	Golf It!	Indie	negative	1450
571740	Golf It!	Indie	neutral	1385
571740	Golf It!	Indie	positive	3502
571740	Golf It!	Simulation	negative	1450
571740	Golf It!	Simulation	neutral	1385
571740	Golf It!	Simulation	positive	3502
571740	Golf It!	Sports	negative	1450
571740	Golf It!	Sports	neutral	1385
571740	Golf It!	Sports	positive	3502
577800	NBA 2K18	Simulation	negative	1825
577800	NBA 2K18	Simulation	neutral	594
577800	NBA 2K18	Simulation	positive	1398
577800	NBA 2K18	Sports	negative	1825
577800	NBA 2K18	Sports	neutral	594
577800	NBA 2K18	Sports	positive	1398
578080	PLAYERUNKNOWN'S BATTLEGROUNDS	Action	negative	108935
578080	PLAYERUNKNOWN'S BATTLEGROUNDS	Action	neutral	63553
578080	PLAYERUNKNOWN'S BATTLEGROUNDS	Action	positive	145158
578080	PLAYERUNKNOWN'S BATTLEGROUNDS	Adventure	negative	108935
578080	PLAYERUNKNOWN'S BATTLEGROUNDS	Adventure	neutral	63553
578080	PLAYERUNKNOWN'S BATTLEGROUNDS	Adventure	positive	145158
578080	PLAYERUNKNOWN'S BATTLEGROUNDS	Massively Multiplayer	negative	108935
578080	PLAYERUNKNOWN'S BATTLEGROUNDS	Massively Multiplayer	neutral	63553
578080	PLAYERUNKNOWN'S BATTLEGROUNDS	Massively Multiplayer	positive	145158
581320	Insurgency: Sandstorm	Action	negative	7670
581320	Insurgency: Sandstorm	Action	neutral	5554
581320	Insurgency: Sandstorm	Action	positive	24946
582010	Monster Hunter: World	Action	negative	20289
582010	Monster Hunter: World	Action	neutral	17124
582010	Monster Hunter: World	Action	positive	60238
582160	Assassin's Creed Origins	Action	negative	3385
582160	Assassin's Creed Origins	Action	neutral	1942
582160	Assassin's Creed Origins	Action	positive	12475
582160	Assassin's Creed Origins	Adventure	negative	3385
582160	Assassin's Creed Origins	Adventure	neutral	1942
582160	Assassin's Creed Origins	Adventure	positive	12475
582160	Assassin's Creed Origins	RPG	negative	3385
582160	Assassin's Creed Origins	RPG	neutral	1942
582160	Assassin's Creed Origins	RPG	positive	12475
582660	Black Desert Online	Action	negative	6362
582660	Black Desert Online	Action	neutral	4064
582660	Black Desert Online	Action	positive	14348
582660	Black Desert Online	Adventure	negative	6362
582660	Black Desert Online	Adventure	neutral	4064
582660	Black Desert Online	Adventure	positive	14348
582660	Black Desert Online	Massively Multiplayer	negative	6362
582660	Black Desert Online	Massively Multiplayer	neutral	4064
582660	Black Desert Online	Massively Multiplayer	positive	14348
582660	Black Desert Online	RPG	negative	6362
582660	Black Desert Online	RPG	neutral	4064
582660	Black Desert Online	RPG	positive	14348
582660	Black Desert Online	Simulation	negative	6362
582660	Black Desert Online	Simulation	neutral	4064
582660	Black Desert Online	Simulation	positive	14348
582660	Black Desert Online	Strategy	negative	6362
582660	Black Desert Online	Strategy	neutral	4064
582660	Black Desert Online	Strategy	positive	14348
583950	Artifact	Strategy	negative	2936
583950	Artifact	Strategy	neutral	1126
583950	Artifact	Strategy	positive	5390
588650	Dead Cells	Action	negative	3608
588650	Dead Cells	Action	neutral	2421
588650	Dead Cells	Action	positive	15627
588650	Dead Cells	Indie	negative	3608
588650	Dead Cells	Indie	neutral	2421
588650	Dead Cells	Indie	positive	15627
594570	Total War: WARHAMMER II	Action	negative	7275
594570	Total War: WARHAMMER II	Action	neutral	7142
594570	Total War: WARHAMMER II	Action	positive	33296
594570	Total War: WARHAMMER II	Strategy	negative	7275
594570	Total War: WARHAMMER II	Strategy	neutral	7142
594570	Total War: WARHAMMER II	Strategy	positive	33296
594650	Hunt: Showdown	Action	negative	9918
594650	Hunt: Showdown	Action	neutral	4472
594650	Hunt: Showdown	Action	positive	24525
613100	House Flipper	Indie	negative	4202
613100	House Flipper	Indie	neutral	2224
613100	House Flipper	Indie	positive	12451
613100	House Flipper	Simulation	negative	4202
613100	House Flipper	Simulation	neutral	2224
613100	House Flipper	Simulation	positive	12451
620980	Beat Saber	Indie	negative	5626
620980	Beat Saber	Indie	neutral	6368
620980	Beat Saber	Indie	positive	23698
621060	PC Building Simulator	Indie	negative	2389
621060	PC Building Simulator	Indie	neutral	2104
621060	PC Building Simulator	Indie	positive	9413
621060	PC Building Simulator	Simulation	negative	2389
621060	PC Building Simulator	Simulation	neutral	2104
621060	PC Building Simulator	Simulation	positive	9413
629760	MORDHAU	Action	negative	13238
629760	MORDHAU	Action	neutral	11065
629760	MORDHAU	Action	positive	30157
629760	MORDHAU	Indie	negative	13238
629760	MORDHAU	Indie	neutral	11065
629760	MORDHAU	Indie	positive	30157
636480	Ravenfield	Action	negative	3168
636480	Ravenfield	Action	neutral	2969
636480	Ravenfield	Action	positive	13157
636480	Ravenfield	Early Access	negative	3168
636480	Ravenfield	Early Access	neutral	2969
636480	Ravenfield	Early Access	positive	13157
636480	Ravenfield	Indie	negative	3168
636480	Ravenfield	Indie	neutral	2969
636480	Ravenfield	Indie	positive	13157
637090	BATTLETECH	Action	negative	4293
637090	BATTLETECH	Action	neutral	1088
637090	BATTLETECH	Action	positive	11916
637090	BATTLETECH	Adventure	negative	4293
637090	BATTLETECH	Adventure	neutral	1088
637090	BATTLETECH	Adventure	positive	11916
637090	BATTLETECH	Strategy	negative	4293
637090	BATTLETECH	Strategy	neutral	1088
637090	BATTLETECH	Strategy	positive	11916
637650	FINAL FANTASY XV WINDOWS EDITION	RPG	negative	2867
637650	FINAL FANTASY XV WINDOWS EDITION	RPG	neutral	1432
637650	FINAL FANTASY XV WINDOWS EDITION	RPG	positive	8321
638970	Yakuza 0	Action	negative	3475
638970	Yakuza 0	Action	neutral	3692
638970	Yakuza 0	Action	positive	11996
638970	Yakuza 0	Adventure	negative	3475
638970	Yakuza 0	Adventure	neutral	3692
638970	Yakuza 0	Adventure	positive	11996
638970	Yakuza 0	RPG	negative	3475
638970	Yakuza 0	RPG	neutral	3692
638970	Yakuza 0	RPG	positive	11996
640820	Pathfinder: Kingmaker	RPG	negative	3579
640820	Pathfinder: Kingmaker	RPG	neutral	694
640820	Pathfinder: Kingmaker	RPG	positive	8917
644560	Mirror	Adventure	negative	1197
644560	Mirror	Adventure	neutral	1635
644560	Mirror	Adventure	positive	3411
644560	Mirror	Indie	negative	1197
644560	Mirror	Indie	neutral	1635
644560	Mirror	Indie	positive	3411
644560	Mirror	RPG	negative	1197
644560	Mirror	RPG	neutral	1635
644560	Mirror	RPG	positive	3411
644930	They Are Billions	Strategy	negative	4698
644930	They Are Billions	Strategy	neutral	1120
644930	They Are Billions	Strategy	positive	8692
646570	Slay the Spire	Indie	negative	7018
646570	Slay the Spire	Indie	neutral	5177
646570	Slay the Spire	Indie	positive	29372
646570	Slay the Spire	Strategy	negative	7018
646570	Slay the Spire	Strategy	neutral	5177
646570	Slay the Spire	Strategy	positive	29372
646910	The Crew 2	Action	negative	2369
646910	The Crew 2	Action	neutral	1970
646910	The Crew 2	Action	positive	5922
646910	The Crew 2	Massively Multiplayer	negative	2369
646910	The Crew 2	Massively Multiplayer	neutral	1970
646910	The Crew 2	Massively Multiplayer	positive	5922
646910	The Crew 2	Racing	negative	2369
646910	The Crew 2	Racing	neutral	1970
646910	The Crew 2	Racing	positive	5922
648350	Jurassic World Evolution	Simulation	negative	3962
648350	Jurassic World Evolution	Simulation	neutral	2251
648350	Jurassic World Evolution	Simulation	positive	12331
648350	Jurassic World Evolution	Strategy	negative	3962
648350	Jurassic World Evolution	Strategy	neutral	2251
648350	Jurassic World Evolution	Strategy	positive	12331
648800	Raft	Adventure	negative	7731
648800	Raft	Adventure	neutral	7609
648800	Raft	Adventure	positive	25423
648800	Raft	Early Access	negative	7731
648800	Raft	Early Access	neutral	7609
648800	Raft	Early Access	positive	25423
648800	Raft	Indie	negative	7731
648800	Raft	Indie	neutral	7609
648800	Raft	Indie	positive	25423
648800	Raft	Simulation	negative	7731
648800	Raft	Simulation	neutral	7609
648800	Raft	Simulation	positive	25423
666140	My Time At Portia	Adventure	negative	2015
666140	My Time At Portia	Adventure	neutral	787
666140	My Time At Portia	Adventure	positive	8014
666140	My Time At Portia	Casual	negative	2015
666140	My Time At Portia	Casual	neutral	787
666140	My Time At Portia	Casual	positive	8014
666140	My Time At Portia	Indie	negative	2015
666140	My Time At Portia	Indie	neutral	787
666140	My Time At Portia	Indie	positive	8014
666140	My Time At Portia	RPG	negative	2015
666140	My Time At Portia	RPG	neutral	787
666140	My Time At Portia	RPG	positive	8014
666140	My Time At Portia	Simulation	negative	2015
666140	My Time At Portia	Simulation	neutral	787
666140	My Time At Portia	Simulation	positive	8014
678950	DRAGON BALL FighterZ	Action	negative	3431
678950	DRAGON BALL FighterZ	Action	neutral	3274
678950	DRAGON BALL FighterZ	Action	positive	10133
683320	GRIS	Adventure	negative	1539
683320	GRIS	Adventure	neutral	1198
683320	GRIS	Adventure	positive	10774
683320	GRIS	Indie	negative	1539
683320	GRIS	Indie	neutral	1198
683320	GRIS	Indie	positive	10774
698780	Doki Doki Literature Club	Casual	negative	22448
698780	Doki Doki Literature Club	Casual	neutral	21408
698780	Doki Doki Literature Club	Casual	positive	45601
698780	Doki Doki Literature Club	Free to Play	negative	22448
698780	Doki Doki Literature Club	Free to Play	neutral	21408
698780	Doki Doki Literature Club	Free to Play	positive	45601
698780	Doki Doki Literature Club	Indie	negative	22448
698780	Doki Doki Literature Club	Indie	neutral	21408
698780	Doki Doki Literature Club	Indie	positive	45601
728880	Overcooked! 2	Action	negative	1263
728880	Overcooked! 2	Action	neutral	930
728880	Overcooked! 2	Action	positive	4540
728880	Overcooked! 2	Casual	negative	1263
728880	Overcooked! 2	Casual	neutral	930
728880	Overcooked! 2	Casual	positive	4540
728880	Overcooked! 2	Indie	negative	1263
728880	Overcooked! 2	Indie	neutral	930
728880	Overcooked! 2	Indie	positive	4540
730310	DYNASTY WARRIORS 9	Action	negative	506
730310	DYNASTY WARRIORS 9	Action	neutral	148
730310	DYNASTY WARRIORS 9	Action	positive	582
739630	Phasmophobia	Action	negative	31637
739630	Phasmophobia	Action	neutral	28629
739630	Phasmophobia	Action	positive	69098
739630	Phasmophobia	Early Access	negative	31637
739630	Phasmophobia	Early Access	neutral	28629
739630	Phasmophobia	Early Access	positive	69098
739630	Phasmophobia	Indie	negative	31637
739630	Phasmophobia	Indie	neutral	28629
739630	Phasmophobia	Indie	positive	69098
779340	Total War: THREE KINGDOMS	Action	negative	2672
779340	Total War: THREE KINGDOMS	Action	neutral	2043
779340	Total War: THREE KINGDOMS	Action	positive	11333
779340	Total War: THREE KINGDOMS	Strategy	negative	2672
779340	Total War: THREE KINGDOMS	Strategy	neutral	2043
779340	Total War: THREE KINGDOMS	Strategy	positive	11333
782330	DOOM Eternal	Action	negative	13691
782330	DOOM Eternal	Action	neutral	16097
782330	DOOM Eternal	Action	positive	42411
787860	Farming Simulator 19	Simulation	negative	2451
787860	Farming Simulator 19	Simulation	neutral	2436
787860	Farming Simulator 19	Simulation	positive	9648
812140	Assassin's Creed Odyssey	Action	negative	5162
812140	Assassin's Creed Odyssey	Action	neutral	3974
812140	Assassin's Creed Odyssey	Action	positive	22449
812140	Assassin's Creed Odyssey	Adventure	negative	5162
812140	Assassin's Creed Odyssey	Adventure	neutral	3974
812140	Assassin's Creed Odyssey	Adventure	positive	22449
812140	Assassin's Creed Odyssey	RPG	negative	5162
812140	Assassin's Creed Odyssey	RPG	neutral	3974
812140	Assassin's Creed Odyssey	RPG	positive	22449
814380	Sekiro™: Shadows Die Twice	Action	negative	8109
814380	Sekiro™: Shadows Die Twice	Action	neutral	5758
814380	Sekiro™: Shadows Die Twice	Action	positive	20275
814380	Sekiro™: Shadows Die Twice	Adventure	negative	8109
814380	Sekiro™: Shadows Die Twice	Adventure	neutral	5758
814380	Sekiro™: Shadows Die Twice	Adventure	positive	20275
823130	Totally Accurate Battlegrounds	Action	negative	5296
823130	Totally Accurate Battlegrounds	Action	neutral	3864
823130	Totally Accurate Battlegrounds	Action	positive	11512
823130	Totally Accurate Battlegrounds	Indie	negative	5296
823130	Totally Accurate Battlegrounds	Indie	neutral	3864
823130	Totally Accurate Battlegrounds	Indie	positive	11512
834910	ATLAS	Action	negative	8633
834910	ATLAS	Action	neutral	2148
834910	ATLAS	Action	positive	8830
834910	ATLAS	Adventure	negative	8633
834910	ATLAS	Adventure	neutral	2148
834910	ATLAS	Adventure	positive	8830
834910	ATLAS	Early Access	negative	8633
834910	ATLAS	Early Access	neutral	2148
834910	ATLAS	Early Access	positive	8830
834910	ATLAS	Massively Multiplayer	negative	8633
834910	ATLAS	Massively Multiplayer	neutral	2148
834910	ATLAS	Massively Multiplayer	positive	8830
834910	ATLAS	RPG	negative	8633
834910	ATLAS	RPG	neutral	2148
834910	ATLAS	RPG	positive	8830
841370	NBA 2K19	Simulation	negative	1785
841370	NBA 2K19	Simulation	neutral	940
841370	NBA 2K19	Simulation	positive	2009
841370	NBA 2K19	Sports	negative	1785
841370	NBA 2K19	Sports	neutral	940
841370	NBA 2K19	Sports	positive	2009
863550	HITMAN™ 2	Action	negative	3625
863550	HITMAN™ 2	Action	neutral	3945
863550	HITMAN™ 2	Action	positive	14303
872790	Football Manager 2019	Simulation	negative	754
872790	Football Manager 2019	Simulation	neutral	640
872790	Football Manager 2019	Simulation	positive	2595
872790	Football Manager 2019	Sports	negative	754
872790	Football Manager 2019	Sports	neutral	640
872790	Football Manager 2019	Sports	positive	2595
883710	Resident Evil 2	Action	negative	6349
883710	Resident Evil 2	Action	neutral	4885
883710	Resident Evil 2	Action	positive	20635
945360	Among Us	Casual	negative	51744
945360	Among Us	Casual	neutral	79605
945360	Among Us	Casual	positive	163406
960090	Bloons TD 6	Strategy	negative	7274
960090	Bloons TD 6	Strategy	neutral	11338
960090	Bloons TD 6	Strategy	positive	23291
1057090	Ori and the Will of the Wisps	Action	negative	1597
1057090	Ori and the Will of the Wisps	Action	neutral	1587
1057090	Ori and the Will of the Wisps	Action	positive	11196
1113000	Persona 4 Golden	RPG	negative	3744
1113000	Persona 4 Golden	RPG	neutral	5314
1113000	Persona 4 Golden	RPG	positive	19013
1118200	People Playground	Action	negative	2746
1118200	People Playground	Action	neutral	4761
1118200	People Playground	Action	positive	9530
1118200	People Playground	Casual	negative	2746
1118200	People Playground	Casual	neutral	4761
1118200	People Playground	Casual	positive	9530
1118200	People Playground	Indie	negative	2746
1118200	People Playground	Indie	neutral	4761
1118200	People Playground	Indie	positive	9530
1118200	People Playground	Simulation	negative	2746
1118200	People Playground	Simulation	neutral	4761
1118200	People Playground	Simulation	positive	9530
1145360	Hades	Action	negative	7803
1145360	Hades	Action	neutral	9717
1145360	Hades	Action	positive	48109
1145360	Hades	Indie	negative	7803
1145360	Hades	Indie	neutral	9717
1145360	Hades	Indie	positive	48109
1145360	Hades	RPG	negative	7803
1145360	Hades	RPG	neutral	9717
1145360	Hades	RPG	positive	48109
1158310	Crusader Kings III	RPG	negative	3611
1158310	Crusader Kings III	RPG	neutral	3797
